"No","Title_E","OctetNo","Contents_E","Note_E","Status"
583,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
584,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","13","Background generating process identifier (defined by originating centre)",,"Operational"
585,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
586,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","15-16","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt411n","Operational"
587,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","17","Minutes after reference time of data cutoff",,"Operational"
588,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
589,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","19-22","Forecast time in units defined by octet 18","(see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt411n","Operational"
590,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
591,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","24","Scale factor of first fixed surface",,"Operational"
592,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","25-28","Scaled value of first fixed surface",,"Operational"
593,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
594,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","30","Scale factor of second fixed surface",,"Operational"
595,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","31-34","Scaled value of second fixed surface",,"Operational"
596,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","35","Type of ensemble forecast","(see Code table 4.6)#GRIB2_7_0_0_CodeFlag.doc#G2_CF46","Operational"
597,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","36","Perturbation number",,"Operational"
598,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","37","Number of forecasts in ensemble",,"Operational"
599,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","38-39","Year of end of overall time interval",,"Operational"
600,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","40","Month of end of overall time interval",,"Operational"
601,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","41","Day of end of overall time interval",,"Operational"
602,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","42","Hour of end of overall time interval",,"Operational"
603,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","43","Minute of end of overall time interval",,"Operational"
604,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","44","Second of end of overall time interval",,"Operational"
605,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","45","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
