#
# BUFR Code and Flag Table
# hand modified from BC_CodeFlagTable.xls file from AShimazaki@wmo.int Dec 01, 2009
#
SNo,FXY,CodeFigure,enDescription1,enDescription2,enDescription3
1903,011039,15-59,As above to 59 <=min < 60,,
1904,011039,60,No timing information available,,
1905,011039,61-62,Reserved,,
1906,011039,63,Missing value,,
1907,013038,0,Not superadiabatic,,
1908,013038,1,Superadiabatic,,
1909,013038,2,Reserved,,
1910,013038,3,Missing value,,
1911,013039,0,Sea ice,,
1912,013039,1,Snow on land,,
1913,013039,2-6,Reserved,,
1914,013039,7,Missing value,,
1915,013040,0,Land,,
1916,013040,1,Reserved,,
1917,013040,2,Near coast,,
1918,013040,3,Ice,,
1919,013040,4,Possible ice,,
1920,013040,5,Ocean,,
1921,013040,6,Coast,,
1922,013040,7-14,Reserved,,
1923,013040,15,Missing value,,
1924,013041,1,A,,
1925,013041,2,A - B,,
1926,013041,3,B,,
1927,013041,4,B - C,,
1928,013041,5,C,,
1929,013041,6,D,,
1930,013041,7,E,,
1931,013041,8,F,,
1932,013041,9,G,,
1933,013041,10-14,Reserved,,
1934,013041,15,Missing value,,
1935,013051,0,Smaller than any value in the 30 year period,,
1936,013051,1,In the first quintile,,
1937,013051,2,In the second quintile,,
1938,013051,3,In the third quintile,,
1939,013051,4,In the fourth quintile,,
1940,013051,5,In the fifth quintile,,
1941,013051,6,Greater than any value in the 30 year period,,
1942,013051,7-14,Reserved,,
1943,013051,15,Missing value,,
1944,013056,0,No precipitation,,
1945,013056,1,Light intermittent,,
1946,013056,2,Moderate intermittent,,
1947,013056,3,Heavy intermittent,,
1948,013056,4,Very heavy intermittent,,
1949,013056,5,Light continuous,,
1950,013056,6,Moderate continuous,,
1951,013056,7,Heavy continuous,,
1952,013056,8,Very heavy continuous,,
1953,013056,9,Variable - alternatively light and heavy,,
1954,013056,10-14,Reserved,,
1955,013056,15,Missing value,,
1956,013057,0,No precipitation,,
1957,013057,1,Within the last hour,,
1958,013057,2,1 to 2 hours ago,,
1959,013057,3,2 to 3 hours ago,,
1960,013057,4,3 to 4 hours ago,,
1961,013057,5,4 to 5 hours ago,,
1962,013057,6,5 to 6 hours ago,,
1963,013057,7,6 to 8 hours ago,,
1964,013057,8,8 to 10 hours ago,,
1965,013057,9,More than 10 hours ago,,
1966,013057,10-14,Reserved,,
1967,013057,15,Missing value,,
1968,015025,0,Ozone,,
1969,015025,1-10,Reserved,,
1970,015025,11,Fine particulate matter (diameter <   2.5 microns),,
1971,015025,12,Fine particulate matter (diameter < 10    microns),,
1972,015025,13-14,Reserved,,
1973,015025,15,Missing value,,
1974,019001,0,Depression or low (extratroplcal),,
1975,019001,1,Tropical depression,,
1976,019001,2,Tropical storm,,
1977,019001,3,Severe tropical storm,,
1978,019001,4,Typhoon,,
1979,019001,5-9,Reserved,,
1980,019001,10,Dust/sandstorm,,
1981,019001,11-62,Reserved,,
1982,019001,63,Missing value,,
1983,019008,0,Reserved,,
1984,019008,1,Shallow (top of circulation below 700 hPa level),,
1985,019008,2,Medium (top between 700 hPa and 400 hPa level),,
1986,019008,3,Deep (top above 400 hPa level),,
1987,019008,4-6,Reserved,,
1988,019008,7,Missing value,,
1989,019010,1,Minimum value of sea level pressure,,
1990,019010,2,Maximum value of 850 hPa relative vorticity,,
1991,019010,3-14,Reserved,,
1992,019010,15,Missing value,,
1993,019100,0-2,Not used,,
1994,019100,3,During the preceding 15 minutes,,
1995,019100,4,During the preceding 30 minutes,,
1996,019100,5,During the preceding 1 hour,,
1997,019100,6,During the preceding 2 hours,,
1998,019100,7,During the preceding 3 hours,,
1999,019100,8,During the preceding 6 hours,,
2000,019100,9,During a period of more than 6 hours,,
2001,019100,10,Undetermined,,
2002,019100,11-14,Not used,,
2003,019100,15,Missing value,,
2004,019101,0,Reserved,,
2005,019101,1,"Eye visible on radar scope, accuracy good (within 10 km)",,
2006,019101,2,"Eye visible on radar scope, accuracy fair (within 30 km)",,
2007,019101,3,"Eye visible on radar scope, accuracy poor (within 50 km)",,
2008,019101,4,"Position of the centre within the area covered by the radar scope, determination by means of the spiral-band overlay, accuracy good (within 10 km)",,
2009,019101,5,"Position of the centre within the area covered by the radar scope, determination by means of the spiral-band overlay, accuracy fair (within 30 km)",,
2010,019101,6,"Position of the centre within the area covered by the radar scope, determination by means of the spiral-band overlay, accuracy poor (within 50 km)",,
2011,019101,7,"Position of the centre outside the area covered by the radar scope, extrapolation by means of the spiral-band overlay",,
2012,019101,8-9,Reserved,,
2013,019101,10,Accuracy undetermined,,
2014,019101,11-14,Not used,,
2015,019101,15,Missing value,,
2016,019102,0,Circular,,
2017,019102,1,Elliptical - the minor axis is at least 3/4 the length of the major axis,,
2018,019102,2,Elliptical - the minor axis is less than 3/4 the length    well defined of the major axis,,
2019,019102,3,Apparent double eye,,
2020,019102,4,Other shape,,
2021,019102,5,Ill defined,,
2022,019102,6,Undetermined,,
2023,019102,7,Missing,,
2024,019103,0,Less than 5 km,,
2025,019103,1,5 to less than 10 km,,
2026,019103,2,10 to less than 15 km,,
2027,019103,3,15 to less than 20 km,,
2028,019103,4,20 to less than 25 km,,
2029,019103,5,25 to less than 30 km,,
2030,019103,6,30 to less than 35 km,,
2031,019103,7,35 to less than 40 km,,
2032,019103,8,40 to less than 50 km,,
2033,019103,9,50 km and greater,,
2034,019103,10,Undetermined,,
2035,019103,11-14,Not used,,
2036,019103,15,Missing value,,
2037,019104,0,Eye has first become visible during the past 30 minutes,,
2038,019104,1,No significant change in the characteristics or size of the eye,,
2039,019104,2,Eye has become smaller with no other significant change in characteristics,,
2040,019104,3,Eye has become larger with no other significant change in characteristics,,
2041,019104,4,Eye has become less distinct with no significant change in size,,
2042,019104,5,Eye has become less distinct and decreased in size,,
2043,019104,6,Eye has become less distinct and increased in size,,
2044,019104,7,Eye has become more distinct with no significant change in size,,
2045,019104,8,Eye has become more distinct and decreased in size,,
2046,019104,9,Eye has become more distinct and increased in size,,
2047,019104,10,Change in character and size of eye cannot be determined,,
2048,019104,11-14,Not used,,
2049,019104,15,Missing value,,
2050,019105,0,0 to less than 100 km,,
2051,019105,1,100 to less than 200 km,,
2052,019105,2,200 to less than 300 km,,
2053,019105,3,300 to less than 400 km,,
2054,019105,4,400 to less than 500 km,,
2055,019105,5,500 to less than 600 km,,
2056,019105,6,600 to less than 800 km,,
2057,019105,7,800 km or more,,
2058,019105,8-9,Reserved,,
2059,019105,10,Doubtful or undetermined,,
2060,019105,11-14,Not used,,
2061,019105,15,Missing value,,
2062,019107,0,Less than 1 hour,,
2063,019107,1,1 to less than 2 hours,,
2064,019107,2,2 to less than 3 hours,,
2065,019107,3,3 to less than 6 hours,,
2066,019107,4,6 to less than 9 hours,,
2067,019107,5,9 to less than 12 hours,,
2068,019107,6,12 to less than 15 hours,,
2069,019107,7,15 to less than 18 hours,,
2070,019107,8,18 to less than 21 hours,,
2071,019107,9,21 to less than 30 hours,,
2072,019107,10-14,Not used,,
2073,019107,15,Missing value,,
2074,019108,0,Cyclone centre within 10 km of the transmitted position,,
2075,019108,1,Cyclone centre within 20 km of the transmitted position,,
2076,019108,2,Cyclone centre within 50 km of the transmitted position,,
2077,019108,3,Cyclone centre within 100 km of the transmitted position,,
2078,019108,4,Cyclone centre within 200 km of the transmitted position,,
2079,019108,5,Cyclone centre within 300 km of the transmitted position,,
2080,019108,6,Cyclone centre undetermined,,
2081,019108,7,Missing value,,
2082,019109,0,Less than 1° of latitude,,
2083,019109,1,1° to less than 2° of latitude,,
2084,019109,2,2° to less than 3° of latitude,,
2085,019109,3,3° to less than 4° of latitude,,
2086,019109,4,4° to less than 5° of latitude,,
2087,019109,5,5° to less than 6° of latitude,,
2088,019109,6,6° to less than 7° of latitude,,
2089,019109,7,7° to less than 8° of latitude,,
2090,019109,8,8° to less than 9° of latitude,,
2091,019109,9,9° of latitude or more,,
2092,019109,10,Undetermined,,
2093,019109,11-14,Not used,,
2094,019109,15,Missing value,,
2095,019110,0,Much weakening,,
2096,019110,1,Weakening,,
2097,019110,2,No change,,
2098,019110,3,Intensification,,
2099,019110,4,Strong Intensification,,
2100,019110,5-8,Reserved,,
2101,019110,9,Not observed previously,,
2102,019110,10,Undetermined,,
2103,019110,11-14,Not used,,
2104,019110,15,Missing value,,
2105,019113,1,Curved Band,,
2106,019113,2,Shear,,
2107,019113,3,Eye,,
2108,019113,4,Banding Eye,,
2109,019113,5,Central Dense Overcast (CDO),,
2110,019113,6,Embedded Center,,
2111,019113,7,Center Cold Cover (CCC),,
2112,019113,8-14,Reserved,,
2113,019113,15,Missing value,,
2114,019117,1,A (Curved Band),,
2115,019117,2,B (CDO),,
2116,019117,3,C (Shear),,
2117,019117,4-6,Reserved,,
2118,019117,7,Missing value,,
2119,019119,1,DT-number,,
2120,019119,2,PT-number,,
2121,019119,3,MET-number,,
2122,019119,4-6,Reserved,,
2123,019119,7,Missing value,,
2124,020003,00-49,No precipitation at the station at the time of observation,,
2125,020003,00-19,"No precipitation, fog, ice fog (except for 11 and 12), duststorm, sandstorm, drifting or blowing snow at the station* at the time of observation or, except for 09 and 17, during the preceding hour",,
2126,020003,00-03,No meteors except for photometeors,,
2127,020003,00,Cloud development not observed or not observable,Characteristic change of the state of sky during the past hour,
2128,020003,01,Clouds generally dissolving or becoming less developed,Characteristic change of the state of sky during the past hour,
2129,020003,02,State of sky on the whole unchanged,Characteristic change of the state of sky during the past hour,
2130,020003,03,Clouds generally forming or developing,Characteristic change of the state of sky during the past hour,
2131,020003,04-09,"Haze, dust, sand or smoke",,
2132,020003,04,"Visibility reduced by smoke, e.g. veldt or forest fires, Industrial smoke or volcanic ashes",,
2133,020003,05,Haze,,
2134,020003,06,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation",,
2135,020003,07,"Dust or sand raised by wind at or near the station at the time of observation, but no well developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, In the case of sea stations and coastal stations, blowing spray at the station",,
2136,020003,08,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the same time of observation, but no duststorm or sandstorm",,
2137,020003,09,"Duststorm or sandstorm within sight at the time of observation, or at the station during the preceding hour",,
2138,020003,10,Mist,,
2139,020003,11,Patches,"Shallow fog or Ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea",
2140,020003,12,More or less continuous,"Shallow fog or Ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea",
2141,020003,13,"Lightning visible, no thunder heard",,
2142,020003,14,"Precipitation within sight, not reaching the ground or the surface of the sea",,
2143,020003,15,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station",,
2144,020003,16,"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station",,
2145,020003,17,"Thunderstorm, but no precipitation at the time of observation",,
2146,020003,18,Squalls,At or within sight of the station during the preceding hour or at the time of observation,
2147,020003,19,Funnel cloud(s)**,At or within sight of the station during the preceding hour or at the time of observation,
2148,020003,20-29,"Precipitation, fog, Ice fog or thunderstorm at the station during the preceding hour but not at the time of observation",,
2149,020003,20,Drizzle (not freezing) or snow grains,not falling as shower(s),
2150,020003,21,Rain (not freezing),not falling as shower(s),
2151,020003,22,Snow,not falling as shower(s),
2152,020003,23,Rain and snow or ice pellets,not falling as shower(s),
2153,020003,24,Freezing drizzle or freezing rain,not falling as shower(s),
2154,020003,25,Shower(s) of rain,not falling as shower(s),
2155,020003,26,"Shower(s) of snow, or of rain and snow",,
2156,020003,27,"Shower(s) of hail*, or of rain and hail*",,
2157,020003,28,Fog or Ice fog,,
2158,020003,29,Thunderstorm (with or without precipitation),,
2159,020003,30-39,"Duststorm, sandstorm, drifting or blowing snow",,
2160,020003,30,Slight or moderate duststorm or sandstorm,has decreased during the preceding hour,
2161,020003,31,Slight or moderate duststorm or sandstorm,no appreciable change during the preceding hour,
2162,020003,32,Slight or moderate duststorm or sandstorm,"has begun or has increased during the preceding hour",
2163,020003,33,Severe duststorm or sandstorm,has decreased during the preceding hour,
2164,020003,34,Severe duststorm or sandstorm,no appreciable change during the preceding hour,
2165,020003,35,Severe duststorm or sandstorm,has begun or has increased during the preceding hour,
2166,020003,36,Slight or moderate drifting snow,generally low (below eye level),
2167,020003,37,Heavy drifting snow,generally low (below eye level),
2168,020003,38,Slight or moderate blowing snow,generally high (above eye level),
2169,020003,39,Heavy blowing snow,generally high (above eye level),
2170,020003,40-49,Fog or ice fog at the time of observation,,
2171,020003,40,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer",,
2172,020003,41,Fog or ice fog in patches,,
2173,020003,42,"Fog or ice fog, sky visible",has become thinner during the preceding hour,
2174,020003,43,"Fog or ice fog, sky invisible",has become thinner during the preceding hour,
2175,020003,44,"Fog or ice fog, sky visible",no appreciable change during the preceding hour,
2176,020003,45,"Fog or ice fog, sky invisible",no appreciable change during the preceding hour,
2177,020003,46,"Fog or ice fog, sky visible",has begun or has become thicker during the preceding hour,
2178,020003,47,"Fog or ice fog, sky invisible",has begun or has become thicker during the preceding hour,
2179,020003,48,"Fog, depositing rime, sky visible",,
2180,020003,49,"Fog, depositing rime, sky invisible",,
2181,020003,50-99,Precipitation at the station at the time of observation,,
2182,020003,50-59,Drizzle,,
2183,020003,50,"Drizzle, not freezing, intermittent",slight at time of observation,
2184,020003,51,"Drizzle, not freezing, continuous",slight at time of observation,
2185,020003,52,"Drizzle, not freezing, intermittent",moderate at time of observation,
2186,020003,53,"Drizzle, not freezing, continuous",moderate at time of observation,
2187,020003,54,"Drizzle, not freezing, intermittent",heavy (dense) at time of observation,
2188,020003,55,"Drizzle, not freezing, continuous",heavy (dense) at time of observation,
2189,020003,56,"Drizzle, freezing, slight",,
2190,020003,57,"Drizzle, freezing, moderate or heavy (dense)",,
2191,020003,58,"Drizzle and rain, slight",,
2192,020003,59,"Drizzle and rain, moderate or heavy",,
2193,020003,60-69,Rain,,
2194,020003,60,"Rain, not freezing, intermittent",slight at time of observation,
2195,020003,61,"Rain, not freezing, continuous",slight at time of observation,
2196,020003,62,"Rain, not freezing, intermittent",moderate at time of observation,
2197,020003,63,"Rain, not freezing, continuous",moderate at time of observation,
2198,020003,64,"Rain, not freezing, intermittent",heavy at time of observation,
2199,020003,65,"Rain, not freezing, continuous",heavy at time of observation,
2200,020003,66,"Rain, freezing, slight",,
2201,020003,67,"Rain, freezing, moderate or heavy",,
2202,020003,68,"Rain or drizzle and snow, light",,
2203,020003,69,"Rain or drizzle and snow, moderate or heavy",,
2204,020003,70-79,Solid precipitation not in showers,,
